usahawanid,namasyarikat,nodaftarssm,tahunmulaoperasi,bilanganpekerja,alamat1_ssm,alamat2_ssm,alamat3_ssm
A00015,,,2007,1,NO 12A,"BERUAS, 32700","MANJUNG, PERAK"
A00016,HS BARBERSHOP,2.02E+11,2013,1,SEBELAH MASJID JAMEK AL-EHSAN ,"SERI MANJUNG, 32040","MANJUNG, PERAK"
A00017,YATIE MARVELLOUS,2.02E+11,2016,1,"NO.119, FASA 3B,JALAN WARISAN SENTOSA","SERI MANJUNG, 32040","MANJUNG, PERAK"
A00018,,,2019,0,JLN. PERTANIAN,"BERUAS, 32700","MANJUNG, PERAK"
A00019,AUNIQ COLLECTION,IP0494486-T,2017,1,"NO.95, LORONG SAMUDERA BARU 5, TAMAN SAMUDERA BARU,","SERI MANJUNG, 32040","MANJUNG, PERAK"
A00020,,,2009,0,,"PANGKOR, 32300","MANJUNG, PERAK"
A00021,SINAR BUMI UNGGUL,IP0462289-A,2015,3,NO.139 KG PASIR PANDAK,"SITIAWAN, 32000","MANJUNG, PERAK"
A00022,ARIZA FIRST ENTERPRISE,2.01E+11,2011,3,"NO.57, PERSIARAN PM 3/5, PUSAT BANDAR SERI MANJUNG,","SERI MANJUNG, 32040","MANJUNG, PERAK"
A00023,KAIDANI ENT.,IP0519601-X,2016,0,KG. 40 RANTAI,"CHKT KERUING, 32500","MANJUNG, PERAK"
A00024,K NOT CURTAIN,IP0214574-D,2000,1,NO 75 FASA 2E,"SERI MANJUNG, 32040","MANJUNG, PERAK"
A00025,MZN DYNAMIC,2299567,2014,5,P7 & O 6 FASA 1C2,"SERI MANJUNG, 32040","MANJUNG, PERAK"
A00026,MARHABAH MR ENTERPRISE,2.02E+11,2020,1,LOT 9492 KAMPUNG TERSUSUN BERUAS,"MANJUNG, 32700","BERUAS, PERAK"
A00027,CT POTTERY,IP0191013-H,2003,2,"LOT 2289, KG. PASIR PANDAK","SITIAWAN, 32020","MANJUNG, PERAK"
A00028,,,2008,1,"372, BATU 8 LEKIR","SITIAWAN, 32020","MANJUNG, PERAK"
A00029,SHAHRIL KELULUT ENT.,IP0535786-V,2017,1,KG. TEBOK,"BERUAS, 34900","MANJUNG, PERAK"
A00030,,,2017,1,KG. BAKAR BATA,"BERUAS, 32700","MANJUNG, PERAK"
A00031,YANA BEAUTY & MOBILE SPA,IP0467766-A,2015,1,"18, PPRT KAMPUNG CHANGKAT CHERMIN","AYER TAWAR, 32400","MANJUNG, PERAK"
A00032,FH GENERATIONS,IP0445603-U,2014,1,JALAN PARIT,"BERUAS, 32700","MANJUNG, PERAK"
A00033,KIAHS FARMSURI ENTERPRISE,002372207-P,2015,1,"NO.8, BATU 46, KG.BANJAR","AYER TAWAR, 32400","MANJUNG, PERAK"
A00034,,,2016,2,KG. PULAU KABONG,"BERUAS, 32700","MANJUNG, PERAK"
A00035,,,,0,,"SITIAWAN, 32000","MANJUNG, PERAK"
A00036,ZAD DENT ENTERPRISE,AC0004969,2013,1,"NO.47, TINGKAT 1, JALAN LUMUT, TAMAN MEDAN SEJAHTERA,","SERI MANJUNG, 32040","MANJUNG, PERAK"
A00037,MZ LUMUT AGRO ENTERPRISE,IP0517441-M,2018,1,"LOT 4379, LORONG BERINGIN 5, KG.TERSUSUN BATU 7, LEKIR","SITIAWAN, 32020","MANJUNG, PERAK"
A00038,MANJADDA AQUATECH ENTERPRISE,IP0372328-U,2012,1,"NO.46, FELCRA LEKIR","SITIAWAN, 32000","MANJUNG, PERAK"
A00039,,,2013,1,KG. DENDANG,"BERUAS, 32700","MANJUNG, PERAK"
A00040,MODEN IDEA ENTERPRISE,003096670-U,2019,1,"NO.91, FELCRA GUGUSAN LEKIR","SITIAWAN, 32000","MANJUNG, PERAK"
A00041,FUHZONE,AC0018176-D,2017,1,"128, FELCRA GUGUSAN LEKIR","SITIAWAN, 32000","MANJUNG, PERAK"
A00042,HAHA BROTHER ENT,IP0509369,2017,2,"95, KG TENGAH SG WANGI","AYER TAWAR, 32400","MANJUNG, PERAK"
A00043,SHAZIRA HOMEMADE ENTERPRISE,IP0375440-K,2016,4,,"MANJUNG, 32030","MANJUNG, PERAK"
A00044,NAFIZAN BIN KAHAR,IP0286823-W,2000,1,PANTAI REMIS,"PANTAI REMIS, 32500","MANJUNG, PERAK"
A00045,NARIZIAH IMPIAN ENT.,IP0286842-U,2007,1,JALAN PARIT,"BERUAS, 32700","MANJUNG, PERAK"
A00046,,IP0511783-P,2015,1,"45, FELCRA GUGUSAN LEKIR","SITIAWAN, 32000","MANJUNG, PERAK"
A00047,JMZ CATERING,20180331761,2018,5,"102, KG TELUK PENCHALANG","SERI MANJUNG, 32040","MANJUNG, PERAK"
A00048,ELLA AJMAL ENT.,AC0016983-H,2010,0,PTAMAN BINTANG,"PANTAI REMIS, 34900","MANJUNG, PERAK"
A00049,,,2002,0,,"BERUAS, 32700","MANJUNG, PERAK"
A00050,NGEN GENERATION AUTOWORK,003029653-A,2008,1,JALAN PARIT,"BERUAS, 32700","MANJUNG, PERAK"
A00051,IZAD AGRO ENT.,IP0278014-U,2015,1,KG. DENDANG,"BERUAS, 32700","MANJUNG, PERAK"
A00052,HARITH ERYNA BAKERY,IP0322800-H,2010,1,,"SITIAWAN, 32400","MANJUNG, PERAK"
A00053,,AC0022119,2018,2,,"SITIAWAN, 32000","MANJUNG, PERAK"
A00054,,,2018,2,KG. PINTU GERBANG,"BERUAS, 32700","MANJUNG, PERAK"
A00055,PULAU MASA ENTERPRISE,IP0535790-D,2015,1,,"PANGKOR, 32300","MANJUNG, PERAK"
A00056,RJENTERTAINMENT SOUND SYSTEM,IP0401941-K,2012,1,,"SITIAWAN, 32000","MANJUNG, PERAK"
A00057,,,2019,0,,"BERUAS, 32700","MANJUNG, PERAK"
A00058,ROSNITA ABU BAKAR,IP0531577-A,2015,1,,"BERUAS, 32700","MANJUNG, PERAK"
A00059,LYNDAYARD ENTERPRISE,IP0535784-K,2020,1,,"AYER TAWAR, 32400","MANJUNG, PERAK"
A00060,HONEYS BEAUTY SALOON,IP0530897-P,2016,1,,"BERUAS, 32700","MANJUNG, PERAK"
A00061,,,2017,0,,"AYER TAWAR, 32400","MANJUNG, PERAK"
A00062,METRO FRAME AND CRAFT,001369905-D,2016,2,,"SITIAWAN, 32000","MANJUNG, PERAK"
A00063,,,2020,0,KG. TEBOK,"PANTAI REMIS, 34900","MANJUNG, PERAK"
A00064,WARISAN MUSLIM ENT.,IP0237897-U,2019,2,KG. MATANG ACHEH,"BERUAS, 32700","MANJUNG, PERAK"
A00065,SHAHRULLI ENTERPRISE,IP0110001-W,1996,0,,"AYER TAWAR, 32400","MANJUNG, PERAK"
A00066,SHARIFAH SHARUDDIN ENT.,IP0535785-U,2013,2,KG. 40 RANTAI,"CHKT KERUING, 32500","MANJUNG, PERAK"
A00067,NOOR AZILAWATI ENT.,IP0535815-X,2019,0,JLN. BOUNDRY,"PANTAI REMIS, 34900","MANJUNG, PERAK"
A00069,SITI HAWA BINTI ABDUL KARIM,IP0496315-D,2019,0,134 KAMPUNG TELUK PENCALANG PASIR PANJANG LAUT,"SERI MANJUNG, 32040","MANJUNG, PERAK"
A00070,,,2020,0,KG. SEMANGAT,"PANTAI REMIS, 34900","MANJUNG, PERAK"
A00071,,IP0120646-D,2018,1,,"AYER TAWAR, 34200","MANJUNG, PERAK"
A00072,MAKCU AMAN JAYA,,2012,3,KG.TELUK PENCHALANG,"SERI MANJUNG, 32040","SITIAWAN, PERAK"
A00073,ZARIZAH MAJU ENT.,IP0535787-D,2017,0,KG. KILANG,"BERUAS, 32700","MANJUNG, PERAK"
A00074,HZ SRI MUTIARA ENT,IP0496385-W,1999,2,"LOT 33169, LORONG KERAPU 3 KG TERSUSUN","SERI MANJUNG, 32040","MANJUNG, PERAK"
A00075,ZUE RIZAL ENT,IP0535814-T,2020,1,"43, FELDA GUGUSAN LEKIR","SITIAWAN, 32000","MANJUNG, PERAK"
A00076,SIGN HOUSE ADVERTISING,IP0337783-T,2014,9,"NO. 30A, PT 1535","AIR TAWAR, 32400","MANJUNG, PERAK"
A00077,AYRARICH WORK EMPIRE,003124946-T,2019,1,"NO.56B BATU 453/4 KG. BANJAR,32400 AYER TAWAR","AIR TAWAR, 32400","MANJUNG, PERAK"
A00078,FAUZIAH S ENTERPRISE,KT0470800-M,2019,2,"NO.1, DEPAN SURAU KUNCI AIR KG PERMATANG","SERI MANJUNG, 32040","MANJUNG, PERAK"
A00079,,,2019,1,"NO.142, KG. MATANG ACHEH,34900 PANTAI REMIS","PANTAI REMIS, 34900","MANJUNG, PERAK"
A00080,BELLAADNI ENTERPRISE,PG0497785-X,2019,2,"NO.9,KG.PULAU KABONG,JALAN SITIAWAN,32700 BERUAS","BERUAS, 32700","MANJUNG, PERAK"
A00081,MOHAMAD SAMSURI BIN HARON,IP0348260-D,2019,5,"KG.KILANG,32700 BERUAS","BERUAS, 32700","MANJUNG, PERAK"
A00082,,,2013,0,KAMPUNG SENGGANG HULU,33000,"KUALA KANGSAR, PERAK"
A00083,,,2016,0,KG RAMBAI TUJUH ,33000,"KUALA KANGSAR, PERAK"
A00084,SKE ENTERPRISE,IP0169884H,2001,1,LOT 8155 TAMAN KUALA KANGSAR,33000,"KUALA KANGSAR, PERAK"
A00085,PAU MOON ENTERPRISE,IP0489793-K,2014,3,LOT 3889 KAMPUNG PULAU KEMIRI,31100,"KUALA KANGSAR, PERAK"
A00086,SYARIKAT MINYAK AFIAT SDN BHD,184540X,1986,31,"BATU 30, KG.JAMUAN, JALAN IPOH,",33000,"KUALA KANGSAR, PERAK"
A00087,,,2008,2,LOT 11113 KG KUBANG PEKAN,33000,"KUALA KANGSAR, PERAK"
A00088,NO 28 KAMPUNG STOR 33700 PADANG RENGAS,,2015,1,PADANG RENGAS,"KUALA KANGSAR, 33700","KUALA KANGSAR, PERAK"
A00089,CHEGAR GALAH FARM,IP0442760-H,2015,2,"NO77,KG CHEGAR GALAH,",33500,"SAUK, PERAK"
A00090,,,2004,2,"KG. CHANGKAT JAWA,","ULU KENAS, 338000","KUALA KANGSAR, PERAK"
A00091,,,2012,0,"KG. SG. SIREH, ",33800,"KUALA KANGSAR, PERAK"
A00092,KDB CONCEPT ENTERPRISE,NS0243735-U,2016,0,,"KOTA LAMA KANAN, 33040","KUALA KANGSAR, PERAK"
A00093,SHAM MOTOR AND SERVICE,IP0323364-H,2015,1,401 KG TANAH MERAH,"LUBUK MERBAU, 33700","KUALA KANGSAR, PERAK"
A00094,AIMAN FARHAN ENTERPRISE,IP0536221-T,2011,2,"NO. 8J2, JLN DATO SAGOR,","JLN DATO SAGOR, , 33000","KUALA KANGSAR, PERAK"
A00095,MANNIS JAYA ENTERPRISE,,2007,3,"NO.66, KAMPUNG TANAH MERAH, LUBUK MERBAU",33000,"KUALA KANGSAR, PERAK"
A00096,,,2016,0,"NO 118,KG LANEH,LUBUK MERBAU 33010,KUALA KANGSAR,PERAK",33000,"KUALA KANGSAR, PERAK"
A00097,,,2016,0,"NO 26, KG TANA MERAH","LUBOK MERBAU, 33010","KUALA KANGSAR, PERAK"
A00098,ARRIF AUTO ENTERPRISE,IPO518446-T,2016,1,KG JAWANG SALAK UTARA,"SUNGAI SIPUT, 31050","SUNGAI SIPUT, PERAK"
A00099,,,2015,2,"NO. 24,","KG. LEMBAH JAMUAN, 33600","KUALA KANGSAR, PERAK"
A00100,CHERRY YUNNY DELIGHT,IP0507131-U,2018,1,"NO. 222,","KAMPUNG SENGGANG, 33000","KUALA KANGSAR , PERAK"
A00101,AZIZAH HAMARJAN,003131687-W,2014,0,NO19,"KAMPUNG TALANG HILIR, 33000","KUALA KANGSAR, PERAK"
A00102,AEDDAM KLASIK ENTERPRISE,IP0320035-U,2014,0,"NO 80,","KG KEROH HILIR SEBERANG, 33700","KUALA KANGSAR, PERAK"
A00103,,,2016,0,"190C,","KAMPUNG YALANG HULU, 33000","KUALA KANGSAR, PERAK"
A00104,BERKAT SOYA ENTERPRISE,IP0535234-W,2018,0,69,"KG SUAK PLANG, 31100","KUALA KANGSAR, PERAK"
A00105,RAMBAI EMAS ENTERPRISE,IP0486451-M,2013,0,"NO 59,","KAMPUNG RAMBAI TUJUH, 33000","KUALA KANGSAR, PERAK"
A00106,AMIRUL COOKIES,IP0534417-M,2018,0,NO. 70,"KG LABU KUBONG , 33010","KUALA KANGSAR, PERAK"
A00107,,,2016,0,"BT 26,","KAMPUNG KETIOR, 33000","KUALA KANGSAR, PERAK"
A00108,WARISAN MRI ENTERPRISE,IP0404544-T,2019,1,KAMPUNG JARAU HILIR,33600,"KUALA KANGSAR, PERAK"
A00109,FARRA BAKERY HOUSE,IP0478442-V,2018,0,"NO.5, P.P.R.T,","KG. SENGGANG, 33000","KUALA KANGSAR, PERAK"
A00110,MYDM AGRO FARM,IP0526786-H,2019,0,"NO. 59,","KG. DATO SAGOR, 31100","KUALA KANGSAR, PERAK"
A00111,CIK EIMA SIGNATURE,IP0527565-W,2011,1,"NO 9B - 2 ,","BENDANG BARU, KAMPUNG JALONG, 31100","KUALA KANGSAR, PERAK"
A00112,TIMAH MAMAT ENTERPRISE,IP0326799-W,2012,1,"NO, 17 KAMPUNG LABU KUBONG,","LUBUK MERBAU, 33010","KUALA KANGSAR, PERAK"
A00113,DOLLAH IKAN PEKASAM,IP0462469-P,2011,1,NO.50 KAMPUNG SENGGANG,33000,"KUALA KANGSAR, PERAK"
A00114,,,2014,0,84 KAMPUNG LALANG,33700,"KUALA KANGSAR, PERAK"
A00115,,,2019,0,LOT 335,"KG PAYA LINTAH, 33700 PADANG RENGAS","KUALA KANGSAR, PERAK"
A00116,,,2018,0,KAMPUNG ARA PANJANG ,33800,"KUALA KANGSAR, PERAK"
A00117,HUNTARZCRAFT LEGACY,AC0023772-H,2019,0,NO 476 PERSIARAN PUTERI 6,"TAMAN CHANDAN PUTERI, 33000","KUALA KANGSAR, PERAK"
A00118,HAMIMAH BINTI ISMAIL,202103006878(003223362-H),2018,1,NO 2 KAMPUNG SUAK PONGGOR,"SALAK UTARA, 31050","KUALA KANGSAR, PERAK"
A00119,GREEN GENIUS RE,IP0509985-M,2018,1,"NO18, KAMPUNG GELIONG","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00120,,,2016,0,KAMPUNG ARA PANJANG 33800 MANONG PERAK,33800,"KUALA KANGSAR, PERAK"
A00121,,,2018,1,NO.45 PAYA RANGGAM,33700,"KUALA KANGSAR, PERAK"
A00122,HARUN POTTERY,IP0349536-V,1990,2,117KAMPUNG KEPALA BENDANG,33040,"PERAK, PERAK"
A00123,MAHERA BATIK CRAFT,IP0277860-H,2004,1,70-A,"KAMPUNG TEMIN , 31100","KUALA KANGSAR , PERAK"
A00125,HAS MADU ENTERPRISE,003103529-T,2020,0,LOT 252 KG SENGGANG,"KUALA KANGSAR PERAK , 33000","KUALA KANGSAR , PERAK"
A00126,,,2016,0,"NO 206,BATU 33 1/4 JLN TAIPING",33000,"KUALA KANGSAR, PERAK"
A00127,AL HUFFAZ AULAD ENTERPRISE,IP0534903-P,2020,0,BLOK A RUMAH GURU MAAHAD TAHFIZ MTQ 3,"KAMPONG KETIOR MASJID, 33000","KUALA KANGSAR, PERAK"
A00128,,,2018,0,"NO. 110,JALAN SERDANG BARU, KAMPUNG TANAH MERAH",33010,"KUALA KANGSAR, PERAK"
A00129,,,2018,0,"NO 29, KG JENALIK HILIR","SAUK, 33500","KUALA KANGSAR, PERAK"
A00130,HANIEYS ENTERPRISE,IP0408981-H,2016,2,"NO.103, RPA FASA II,","PADANG RENGAS, 33700","KUALA KANGSAR, PERAK"
A00131,IFIA DESIGN WEDDING & EVENT,IPO521505-P,2016,0,NO 132 KAMPUNG LINTANG,"SUNGAI SIPUT UTARA, 31100","KUALA KANGSAR, PERAK"
A00132,MEKAYA ENTERPRISE,IPO191887-W,2016,5,"LOT 215 JLN BESAR ENGGOR, KG ENGGOR",33600,"KUALA KANGSAR, PERAK"
A00133,,,2016,0,"NO.128, PERUMAHAN AWAM FASA 2,","SAUK, 33500","KUALA KANGSAR, PERAK"
A00134,KAMARUZZAMAN B. AHMAD,IP0074848-D,2018,1,"NO 20 KG SAYONG MASJID,",33000,"KUALA KANGSAR, PERAK"
A00135,KT KRAF ENTERPRISE,IP0318791-A,2010,1,NO 78 KAMPUNG SAYONG HULU,33040,"KUALA KANGSAR, PERAK"
A00136,,,2016,0,64 KG PADANG LALANG KATI,33020,"KUALA KANGSAR, PERAK"
A00137,DOKET DAF ENTERPRISE,001876846-W,2016,2,NO 72 A KAMPUNG BEKOR MANONG,33800,"KUALA KANGSAR, PERAK"
A00138,,,2018,0,KAMPUNG KROH HILIR,33700,"KUALA KANGSAR, PERAK"
A00139,MADIHAH TAILOR,IP0447780-M,2008,0,NO 109 BATU 48 1/4 KG ULU PIOL,33800,"KUALA KANGSAR, PERAK"
A00140,WARUNG CHE ANI AL JANNAH,IP0447097-M,2007,1,LOT 1685 BATU 25,"KAMPUNG KETIOR, 33000","KUALA KANGSAR, PERAK"
A00141,AZIM BESTARI ENTERPRISE,IP0242758,2002,3,KG ULU KENAS,33800,"KUALA KANGSAR, PERAK"
A00142,JAN BEAUTY SPA,IP0424729-X,2004,0,"NO 104, JALAN IMPIANA 3","TAMAN IMPIANA, LUBUK MERBAU, 33010","KUALA KANGSAR, PERAK"
A00143,,,2018,0,NO 33C KAMPUNG RAMBAI 7,33000,"KUALA KANGSAR, PERAK"
A00144,YY D ALEEN PERSONA ENTERPRISE,IP0449088-P,2016,0,KAMPUNG BEKUT,"SUNGAI SIPUT (U) , 31100","KUALA KANGSAR, PERAK"
A00145,SERI WARISAN BONDA ENTERPRISE,IP0485445-M,2016,0,NO.132 KG TEMIN HILIR,31100,"KUALA KANGSAR, PERAK"
A00146,,,2019,0,"NO 1, JALAN KAMPUNG RAMBAI TUJUH, KAMPUNG MENORA",33000,"KUALA KANGSAR, PERAK"
A00147,GALAK BINA ENTERPRISE,IPO3749-V,2012,0,NO 28 KAMPUNG PERIANG,33600,"KUALA KANGSAR, PERAK"
A00148,,,2016,0,BT 26 KAMPUNG KETIOR,33000,"KUALA KANGSAR, PERAK"
A00149,,,2016,0,BT26 KG KETIOR,33000,"KUALA KANGSAR, PERAK"
A00150,SHARIMAH KEDAI JAHIT,IPO214328-U,2011,0,NO 13 MEDAN NIAGA FELDA LASAH SUNGAI SIPUT (U) PERAK,"SHARIMAH MOHD , 31120","KUALA KANGSAR, PERAK"
A00151,NURMARSHA ENTERPRISE,IP0283307-W,2011,0,"C4, GERAI MPKK,","JLN. LAKSAMANA, 33000","KUALA KANGSAR, PERAK"
A00152,MEORTOUCH ENTERPRISE,IP0534893-K,2014,2,NO 342 JALN BUNGA RAYA 32,"TAMAN BUNGA RAYA FASA 3, 33000","KUALA KANGSAR, PERAK"
A00153,MIKRAZ ENTERPRISE,IP0460064-X,2018,1,340 LALUAN MERANTI 11,"TMN KUALA KANGSAR, 33020","KUALA KANGSAR, PERAK"
A00154,BOYQHUU,IP0479903-A,2019,2,LOT 1228/9 KG PASIR KANDANG,"SALAK UTARA, 31050","SUNGAI SIPUT, PERAK"
A00155,SHAFRIDINA RESOURCES,IPO436059-V,2019,2,43,"KAMPUNG DATO SAGOR, 31100","KUALA KANGSAR, PERAK"
A00156,,,2016,2,LOT 2993 KG LUBUK MERBAU,33010,"KUALA KANGSAR, PERAK"
A00157,,,2018,0,"NO 145, TANAH MERAH, LUBULMERBAU",33010,"KUALA KANGSAR, PERAK"
A00158,,,2016,0,BT 26 KG KETIOR,33000,"KUALA KANGSAR, PERAK"
A00159,,,2016,0,BT 26 KG KETIOR,33000,"KUALA KANGSAR, PERAK"
A00160,,,2016,0,BT 26 KG KETIOR,33000,"KUALA KANGSAR, PERAK"
A00161,,,2018,0,"NO.15 KAMPUNG JENALIK MASJID,","SAUK, 33500","KUALA KANGSAR, PERAK"
A00162,KEDAI MAKAN NOOR ZAINI,IP0269602-X,2018,0,LOT 2779 KAMPUNG JENALIK HILIR,33500,"KUALA KANGSAR, PERAK"
A00163,ZAN ZURA ENTERPRISE,IP0404544-T,2016,1,NO 137,"KAMPUNG TEMIN , 33700","PERAK, LINTANG"
A00164,,,2016,0,"NO 116, TAMAN BUKIT KERAJAAN","BUKIT CHANDAN, 33000","KALAU KANGSAR, PERAK"
A00165,,,2016,0,"LOT 360,","RPA SAUK FASA 2, 33500","KUALA KANGSAR, PERAK"
A00166,,,2016,0,NO 124 KAMPONG RAMBAI TUJUH,33000,"KUALA KANGSAR, PERAK"
A00167,FAIZAL ELEKTRIKAL ENTERPRISE,IP0289236-W,2018,1,"LOT 1706, KG TALANG HULU","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00168,USAHA FARID ENTERPRISE,IP0518034-V,2018,1,"NO 154 A, KAMPUNG KETIOR DALAM","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00169,CHE DIN FOOD INDUSTRIES,IP0383985-T,2008,40,"LOT 30, JALAN INDUSTRI MIEL 2, KAWASAN PERINDUSTRIAN IKS","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00170,UMMAR ARCHERY,IP0466903-W,2016,1,"NO. 40, KG. KUALA KENAS","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00171,LEMBAH KELEDANG ENTERPRISE,IP0298937-X,2018,1,NO 2 KAMPUNG TAHAN,"SAUK, 33500","KUALA KANGSAR, PERAK"
A00172,,,2012,2,KAMPUNG KEROH SEBERANG,"PADANG RENGAS, 33700","KUALA KANGSAR, PERAK"
A00173,MUGHNI MAJU BESI ENTERPRISE,IP0329274-P,2010,5,KG JENALIK HILIR,"SAUK, 33500","KUALA KANGSAR, PERAK"
A00174,,,2016,1,"BATU 26, KAMPUNG KETIOR","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00175,FUTURE BUSINESS NETWORK,IP0323913-P,2010,2,"LOT 2399, KG. KETIOR DALAM","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00176,,,2016,1,"BATU 26, KAMPUNG KETIOR","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00177,SUHAIZANI ENTERPRISE,IP0272636-D,2008,1,LOT 33 KAMPUNG TALANG TROSOR,"SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00178,SURAIMI ENTERPRISE,IP0443680-P,2015,1,"LOT 610, KG MENORA","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00179,ANAK BEKUT ENTERPRISE,IP0245030-K,2006,1,"NO. 31, KG. BEKUT","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00180,IZZUDDINBAITI ENTERPRISE,IP0485062-X,2019,1,"NO. 73, KG. BENDANG KERING","KUALA KANGSAR, 33040","KUALA KANGSAR, PERAK"
A00181,MUSYUSOF MOTORSIKAL,IP0410601-P,2014,1,"GERAI PLB, NO 2, PEKAN LINTANG","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00182,PROHEX ENTERPRISE,SA0539065-W,2020,2,"NO 61, JLN BUNGA RAYA 4, TMN BUNGA RAYA 2","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00183,KABINET DAPUR MUTIARA,IP0261198-A,2007,10,"NO. 1, KAMPUNG GINTONG, KOTA LAMA KANAN","KUALA KANGSAR, 33040","KUALA KANGSAR, PERAK"
A00184,,,2016,1,KG SENAWAR,"KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00185,DULAS ENTERPRISE,IP0528628-D,2019,1,"NO 120, BLOK N, RPA 5, JALAN KENAS","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00186,,,2020,1,"NO. 2B, LOT 3496, KG. BATU TIGA, JALAN LINTANG","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00187,,,2019,1,"NO 16 KAMPUNG LANEH, LUBUK MERBAU","PADANG RENGAS, 33700","KUALA KANGSAR, PERAK"
A00188,NAZZ AKUAKULTUR,IP0491031-V,2017,2,"NO. 12, KG. BENDANG KERING","KUALA KANGSAR, 33040","KUALA KANGSAR, PERAK"
A00189,,,2017,1,"PT 8060, KG. TALANG DUSUN","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00190,AGRO AISY FOOD PLT,0015436-LGN,2018,2,"NO.G37, BANDAR BARU, FASA 2","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00191,,,2015,1,"NO. 16, PERSIARAN SEROJA 2, TAMAN SEROJA","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00192,PERISA SEGAR ENTERPRISE,IP0124921-K,2010,3,"NO 12 , KG LEMBAH BATU 17","PADANG RENGAS, 33700","KUALA KANGSAR, PERAK"
A00193,DINIM ENTERPRISE,IP0250256-X,2015,2,"NO 106, KG SERDANG TANAH MERAH LUBUK MERBAU","PADANG RENGAS, 33010","KUALA KANGSAR, PERAK"
A00194,SYAFIZALIZA ENTERPRISE,IP0412038-A,2016,1,"NO. 118, KG. KETIOR","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00195,RESTORAN ORIE CORNER,IP0375328-D,2017,1,"JALAN BESAR, PEKAN MANONG","KUALA KANGSAR, 33800","KUALA KANGSAR, PERAK"
A00196,MARDIAH MANNJAA ENTERPRISE,IP0533044-T,2019,2,"LOT 2391, KAMPUNG JERLUN","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00197,RESTORAN NOR AZAH,IPO254115-W,2000,2,"NO 73, KG LASAH","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00198,ASYRAFEEL ENTERPRISE,IP0517476-W,2017,1,"LOT 4255, KG. LEMPOR PEKAN","KUALA KANGSAR, 33800","KUALA KANGSAR, PERAK"
A00199,,,2011,2,"NO 132, KAMPUNG TEMIN HILIR","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00200,AQILAH JAYA ENTERPRISE,IP0116802-X,1990,2,KG. TALANG DUSUN,"KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00201,DELLI FELLAS ENTERPRISE,IP0219325-P,2005,3,"NO.160, DEPAN MASJID FELDA LASAH","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00202,NORAZIAH BT. SAID,IP0517593-U,2017,1,NO 32 KG STOR,"PADANG RENGAS, 33700","KUALA KANGSAR, PERAK"
A00203,SYAZ S DELIGHT ENT,IP0350246-K,2011,6,"NO. 73, RANCANGAN BELIA KHAS, PERLOP 2, LASAH","SUNGAI SIPUT(U), 31110","KUALA KANGSAR, PERAK"
A00204,ALIYA GLOBAL ENTERPRISE,003065993-H,2015,1,"NO 34, KG CHANGKAT DUKU","SAUK, 33500","KUALA KANGSAR, PERAK"
A00205,NRA SEROJA ENTERPRISE,IP0530775-X,2019,1,"NO. 116A, BATU 34, JALAN TAIPING, SIMPANG LAWIN","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00206,NORSHAKIM ENTERPRISE,IP0451542-T,2017,1,"NO.76,KM 18, KG.LEMPOR HILIR","MANONG, 33800","KUALA KANGSAR, PERAK"
A00207,,,2016,1,"C1, PERUMAHAN AWAM LASAH","SUNGAI SIPUT(U), 31110","KUALA KANGSAR, PERAK"
A00208,SAIRA MN ENTERPRISE,AC0023730-W,2019,1,"P.T 1535, KG. TERSUSUN KLEDANG UTAMA, FASA I","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00209,DY ZAIAM RESOURCES,IP0510034-A,2018,4,"LOT 4222, JALAN KOTA LAMA KIRI, BATU 29","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
